科系,採計科目(含一階篩選方式、倍率、超篩)
社會工作學系,國
應用心理學系,社
法律學系,國
宗教與文化學系,國
大眾傳播學系,國
影劇藝術學系,國
應用日語學系,國
餐旅管理學系,國
視覺傳達設計學系,國
藝術與創意設計學系,國
時尚設計學系,國
