科系,採計科目(含一階篩選方式、倍率、超篩)
企業與創業管理學系,社
國際企業學系,社
商學院國際榮譽學士學位學程,英
國際物流與運輸管理學系,社
空運管理學系,英
觀光與餐飲旅館學系,國
休閒事業管理學系,社
資訊管理學系,國
資訊傳播學系,社
電影與創意媒體學系,社
法律學系,社
應用日語學系,英
應用英語學系,英
保健營養學系,自
健康產業管理學系,英
