科系,採計科目(含一階篩選方式、倍率、超篩)
外國語文學系,國、英、社*
應用經濟與管理學系,國、英、數B、社
休閒產業與健康促進學系,國、英、數B、社
土木工程學系,國*、英、自
機械與機電工程學系,國、英、數A、自
環境工程學系,國*、英、數A、自
生物機電工程學系,國*、英、數A、自
食品科學系,國*、英、自
生物技術與動物科學系,國、英、自
森林暨自然資源學系,國、英、數B、自
園藝學系,國、英、自
電機工程學系,英、數A、自
電子工程學系,國*、英、數A、自
資訊工程學系,國*、英、數A、自
化學工程與材料工程學系,國*、英*、數A、自
