name1,name2,sub,
東海大學,資訊工程學系(軟體工程組),英、數A、自,
東海大學,資訊工程學系(人工智慧組),英、數A、自,
東海大學,電機工程學系,國、英、數A、自,
東海大學,企業管理學系,國、英、數B,
東海大學,國際經營與貿易學系,國、英、數B,
東海大學,會計學系,國、英、數B,
東海大學,財務金融學系,英、數B,
東海大學,統計學系(巨量資料管理組),國、*英、數A,
東海大學,統計學系(決策管理組),國、*英、數B,
東海大學,資訊管理學系(物聯網與大數據應用組),英、數B,
東海大學,資訊管理學系(數位行銷與電子商務應用組),*國、英、數B,
東海大學,經濟學系一般經濟組,*國、英、數A,
東海大學,經濟學系產業經濟組,*國、英、數A,
東海大學,政治學系政治理論組,*國、英、社,
東海大學,政治學系國際關係組,*國、英、社,
東海大學,行政管理暨政策學系,國、社,
東海大學,社會學系,國、英、社,
東海大學,社會工作學系,國、英、社,
東海大學,畜產與生物科技學系,國、英、自,
東海大學,食品科學系,英、數A、數B、自,
東海大學,餐旅管理學系,國、英,
東海大學,高齡健康與運動科學學士學位學程,國、英,
東海大學,建築學系,國、英、數A、數B、*自,
東海大學,工業設計學系(A組),國、英、自,
東海大學,工業設計學系(B組),國、英、社,
東海大學,景觀學系,國、英,
東海大學,法律學系,國、英、數A、數B、*社,
東海大學,法律學系,國、英、數A、數B、*社,
東海大學,國際學院國際經營管理學位學程,英、*社,
東海大學,永續科學與管理學士學位學程,英、*自,
東海大學,音樂學系,國、英、主修、*樂理,
東海大學,美術學系,"國、*英、*社、素描、彩繪技法、創意表現
",
真理大學,人文與資訊學系一般組,*國、社,
真理大學,人文與資訊學系文化行銷組,國、社,
真理大學,人文與資訊學系數位應用組,國、*社,
真理大學,宗教文化與資訊管理學系,國,
真理大學,宗教文化與資訊管理學系藝術與生死組,國、社,
真理大學,宗教文化與資訊管理學系文創與數位組,國、社,
真理大學,英美語文學系,*國、英,
真理大學,應用日語學系,國、英、社,
真理大學,台灣文學系一般組,國、*社,
真理大學,台灣文學系語文傳播組,*國、社,
真理大學,統計資訊與精算學系一般組,國、*英、數A、數B,
真理大學,統計資訊與精算學系商業應用組,*國、數B,
真理大學,資訊工程學系,國、英、*數B,
真理大學,資訊工程學系科技應用組,*國、英、*數B,
真理大學,資訊工程學系人工智慧應用組,國、*英、數B,
真理大學,資訊工程學系多媒體與遊戲設計組,國、*英、*數B,
真理大學,資訊工程學系大數據應用組,*國、*英、數B,
真理大學,法律學系,國、*社,
真理大學,會計資訊學系,國、*英、社,
真理大學,財務金融學系,國、英、社,
真理大學,國際企業與貿易學系,國、英、社,
真理大學,理財與稅務規劃學系,社,
真理大學,經濟學系,*國、*英、社,
真理大學,工業管理與經營資訊學系,國、*英,
真理大學,企業管理學系,*國、*英、社,
真理大學,資訊管理學系資管應用組,國、英、社,
真理大學,資訊管理學系電商行銷組,國、英、社,
真理大學,資訊管理學系智慧商務組,國、英、社,
真理大學,運動管理學系,國、*英、*社,
真理大學,運動資訊傳播學系,國、*英、*社,
真理大學,觀光事業學系旅運管理組,國、*英、*社,
真理大學,觀光事業學系餐旅管理組,國、社,
真理大學,觀光事業學系休閒遊憩組,*國、社、自,
真理大學,觀光事業學系觀光外語組,國、英、*社,
真理大學,觀光數位知識學系資訊應用組,國、*英、社,
真理大學,觀光數位知識學系觀光旅遊組,國、社,
真理大學,觀光數位知識學系旅館餐飲組,國、*英、*社,
真理大學,觀光數位知識學系旅遊運輸組,*國、*英、社,
真理大學,航空事業學系,國、英、社,
真理大學,音樂應用學系-行政管理組,國、*英、*社,
真理大學,音樂應用學系-演奏教學A組,國、英、主修、樂理、視唱,
真理大學,音樂應用學系-演奏教學B組,國、*英、*社,
馬偕醫學院,醫學系,英、數A、社、自,
馬偕醫學院,護理學系,國、英、自,
馬偕醫學院,聽力暨語言治療學系聽力組,國、英、數A、自,
馬偕醫學院,聽力暨語言治療學系語言組,國、英、數A、自,
高雄醫學大學,醫學系,國、英、數A、自,
高雄醫學大學,運動醫學系,國*、英、數A*、自,
高雄醫學大學,呼吸治療學系,國*、英、數B*、自,
高雄醫學大學,牙醫學系,國、英、數A、自,
高雄醫學大學,口腔衛生學系,國、英、數A、自,
高雄醫學大學,藥學系,國、英、數A、自,
高雄醫學大學,香粧品學系,國、英、數A、自,
高雄醫學大學,護理學系,國*、英、數A、自,
高雄醫學大學,醫學檢驗生物技術學系,英、自,
高雄醫學大學,醫學影像暨放射科學系,國*、英、數A、自,
高雄醫學大學,公共衛生學系,國*、英、數A、自*,
高雄醫學大學,職能治療學系,國、英、數A、數B、自,
高雄醫學大學,醫務管理暨醫療資訊學系,國*、英、數A,
高雄醫學大學,醫藥暨應用化學系醫藥化學組,英、數A*、自,
高雄醫學大學,醫藥暨應用化學系應用化學組,英、數A*、自,
高雄醫學大學,生物醫學暨環境生物學系,國、英、數A、自,
高雄醫學大學,生物科技學系,英、數A*、自,
高雄醫學大學,生命科學院學士班,英、數A*、自,
高雄醫學大學,心理學系,英、自,
高雄醫學大學,醫學社會學與社會工作學系,國、英、社*,
高雄醫學大學,醫學系(公費生),國、英、數A、自,
國立中山大學,中國文學系,國、英、社,
國立中山大學,外國語文學系,國、英、社,
國立中山大學,劇場藝術學系,國、英,
國立中山大學,生物科學系,國、英、數A、自,
國立中山大學,化學系,國、英、數A、自,
國立中山大學,化學系英語組,國、英、數A、自、英聽,
國立中山大學,物理學系,國、英、數A、自,
國立中山大學,物理學系量子科技組(全英),*國、英、數A、自,
國立中山大學,應用數學系,國、英、數A、自,
國立中山大學,應用數學系英語組,國、英、數A、自,
國立中山大學,電機工程學系,英、數A、自,
國立中山大學,電機工程學系全英語組,英、數A、自,
國立中山大學,機械與機電工程學系,國、英、數A、自,
國立中山大學,機械與機電工程學系全英語組,國、英、數A、自,
國立中山大學,資訊工程學系,國、英、數A、自,
國立中山大學,光電工程學系,國、英、數A、自,
國立中山大學,企業管理學系,英、數B,
國立中山大學,資訊管理學系,國、英、數A,
國立中山大學,財務管理學系,國、英、數A,
國立中山大學,國際經營管理全英語學士學位學程,英、數B、社,
國立中山大學,海洋生物科技暨資源學系,英、數A、自,
國立中山大學,海洋環境及工程學系,英、數A、自,
國立中山大學,海洋科學系,國、英、數A、自,
國立中山大學,政治經濟學系,*國、英、數A,
國立中山大學,社會學系,英、*數B、社,
國立中山大學,人文暨科技跨領域學士學位學程,國、英、數A、數B,
國立中山大學,音樂學系,"國、英、主修、樂理、視唱、聽寫
",
國立中山大學,音樂學系創作與應用組,"國、英、樂理、聽寫
",
國立中央大學,中國文學系,國、英、社,
國立中央大學,英美語文學系,國、英、社,
國立中央大學,法國語文學系,國、英、社,
國立中央大學,文學院學士班,國、英、數B、社,
國立中央大學,數學系數學科學組,國、英、數A、自,
國立中央大學,數學系計算與資料科學組,國、英、數A、自,
國立中央大學,物理學系,國、英、數A、自,
國立中央大學,化學學系,國、英、數A、自,
國立中央大學,光電科學與工程學系,國、英、數A、自,
國立中央大學,土木工程學系,國、英、數A、自,
國立中央大學,機械工程學系光機電工程組,國、英、數A、自,
國立中央大學,機械工程學系先進材料與精密製造組,國、英、數A、自,
國立中央大學,機械工程學系設計與分析組,國、英、數A、自,
國立中央大學,化學工程與材料工程學系,數A、自,
國立中央大學,工學院學士班,英、數A、自,
國立中央大學,企業管理學系,國、英、數B、社,
國立中央大學,資訊管理學系,國、英、數A、自,
國立中央大學,經濟學系,國、英、數B,
國立中央大學,財務金融學系,國、英、數B、社,
國立中央大學,電機工程學系,國、英、數A、自,
國立中央大學,資訊工程學系,國、英、數A、自,
國立中央大學,通訊工程學系,國、英、數A、自,
國立中央大學,資訊電機學院學士班,國、英、數A、自,
國立中央大學,大氣科學學系,國、英、數A、自,
國立中央大學,太空科學與工程學系,國、英、數A、自,
國立中央大學,地球科學學系,國、英、數A、自,
國立中央大學,地球科學學院學士班,國、英、數A、自,
國立中央大學,客家語文暨社會科學學系客家語文及傳播組,國、英、社,
國立中央大學,客家語文暨社會科學學系客家社會及政策組,國、英、社,
國立中央大學,生命科學系,英、數A、自,
國立中央大學,生醫科學與工程學系,英、數A、自,
國立中正大學,中國文學系,國、英、社,
國立中正大學,外國語文學系,國、英、*社,
國立中正大學,歷史學系,國、英、社,
國立中正大學,哲學系,國、英、數B,
國立中正大學,數學系,英、數A、自,
國立中正大學,地球與環境科學系,英、數A、自,
國立中正大學,物理學系,英、數A、自,
國立中正大學,化學暨生物化學系,國、英、數A、自,
國立中正大學,生物醫學科學系,國、英、數A、自,
國立中正大學,社會福利學系,國、英、數B、社,
國立中正大學,心理學系,國、英、數A、自,
國立中正大學,勞工關係學系,國、英、數B、*社,
國立中正大學,政治學系,國、英、數B、社,
國立中正大學,傳播學系,國、英、社,
國立中正大學,資訊工程學系,國、英、數A、自,
國立中正大學,電機工程學系,國、英、數A、自,
國立中正大學,機械工程學系機械工程組,國、英、數A、自,
國立中正大學,機械工程學系光機電整合工程組,國、英、數A、自,
國立中正大學,化學工程學系,國、英、數A、自,
國立中正大學,通訊工程學系,國、英、數A、自,
國立中正大學,經濟學系,國、英、數B,
國立中正大學,財務金融學系,國、英、數B,
國立中正大學,企業管理學系,國、英、數B,
國立中正大學,會計與資訊科技學系,國、英、數B,
國立中正大學,資訊管理學系,國、英、數A,
國立中正大學,法律學系法學組,國、英、數B、社,
國立中正大學,法律學系法制組,國、英、數B、社,
國立中正大學,財經法律學系,國、英、數B、社,
國立中正大學,成人及繼續教育學系,國、英、數B、社,
國立中正大學,犯罪防治學系,國、英、數B、社,
國立中正大學,紫荊不分系學士學位學程,國、英,
國立中興大學,中國文學系,國、英、社、英聽,
國立中興大學,外國語文學系,國、英、社、英聽,
國立中興大學,歷史學系,國、英、社,
國立中興大學,台灣人文創新學士學位學程,國、英、社,
國立中興大學,財務金融學系,國、英、社、數B,
國立中興大學,企業管理學系,國、英、社、數B,
國立中興大學,資訊管理學系,國、英、數A、自然,
國立中興大學,會計學系,國、英、社、數B,
國立中興大學,行銷學系,國、英、社、數B、數A、英聽,
國立中興大學,應用經濟學系,國、英、數A、英聽,
國立中興大學,法律學系,國、英、社、數B,
國立中興大學,化學系,英、數A、自然,
國立中興大學,物理學系一般物理組,英、數A、自然,
國立中興大學,物理學系光電物理組,英、數A、自然,
國立中興大學,應用數學系應用數學組,國、英、數A、自然,
國立中興大學,應用數學系數據科學與計算組,國、英、數A、自然,
國立中興大學,機械工程學系,*國、英、數A、自然,
國立中興大學,土木工程學系,國、英、數A、自然,
國立中興大學,環境工程學系,國、英、數A、自然,
國立中興大學,化學工程學系,*國、英、數A、自然,
國立中興大學,材料科學與工程學系,*國、英、數A、自然,
國立中興大學,智慧創意工程學士學位學程,英、數A、自然,
國立中興大學,電機工程學系,*英、數A、自然,
國立中興大學,資訊工程學系,國、英、數A、*自然,
國立中興大學,電機資訊學院學士班,英、數A、自然,
國立中興大學,生物產業機電工程學系,英、數A、自然,
國立中興大學,水土保持學系,國、英、數A、自然,
國立中興大學,食品暨應用生物科技學系,國、英、數A、自然,
國立中興大學,農藝學系,國、英、數B、自然、英聽,
國立中興大學,園藝學系,國、英、數B、自然、英聽,
國立中興大學,森林學系林學組,國、英、數B、自然,
國立中興大學,森林學系木材科學組,國、英、數B、自然,
國立中興大學,植物病理學系,國、英、數A、自然,
國立中興大學,昆蟲學系,國、英、數A、自然,
國立中興大學,動物科學系,國、英、數A、自然、英聽,
國立中興大學,土壤環境科學系,英、數A、自然,
國立中興大學,生物科技學士學位學程,國、英、數A、自然,
國立中興大學,景觀與遊憩學士學位學程,國、英、數A,
國立中興大學,國際農企業學士學位學程,國、英、數A、自然、英聽,
國立中興大學,生命科學系,英、數A、自然,
國立中興大學,獸醫學系,國、英、數A、自然、英聽,
國立成功大學,中國文學系,,國、英、社
國立成功大學,外國語文學系,,國、英、社、英聽
國立成功大學,歷史學系,,國、英、社
國立成功大學,台灣文學系,,國、英、社、數B
國立成功大學,數學系,,國、英、數A、自
國立成功大學,物理學系,,國、英、數A、自
國立成功大學,化學系,,英、數A、自
國立成功大學,地球科學系,,國、英、數A、自
國立成功大學,光電科學與工程學系,,國、英、數A、自
國立成功大學,機械工程學系,,國、英、數A、自
國立成功大學,機械工程學系(普渡雙聯組),,國、英、數A、自、英聽
國立成功大學,化學工程學系,,國、英、數A、自
國立成功大學,材料科學及工程學系,,國*、英、數A、自
國立成功大學,資源工程學系,,國、英、數A、自
