科系,採計科目(含一階篩選方式、倍率、超篩)
智慧生活科技學系大數據與管理組,國、*英、*數B
智慧生活科技學系智慧產品開發組,國、*英、*數B
智慧生活設計學系空間設計組,國
智慧生活設計學系創意產品與汽車設計組,國
攝影與VR設計學系VR與互動媒體組,國
攝影與VR設計學系攝影與科技藝術組,國
佛教藝術學系,國
美術與文創學系文創設計組,國、*英、*社
美術與文創學系美術創作組,國、英、社、素描、彩繪技法、水墨書畫
